_id,ltable_id,rtable_id,label
1730,conf/vldb/AlonsoHST97,671020,1
544,conf/sigmod/WangCMSSZ94,191863,1
1114,journals/sigmod/UlusoyB96,381876,1
176,conf/sigmod/YerneniLGU99,304221,1
1152,journals/sigmod/RosenthalSMBTL95,212020,1
1133,journals/sigmod/Ulusoy95,219751,1
1483,conf/vldb/Ramaswamy00,672012,1
419,conf/sigmod/GoelI96,233318,1
49,conf/sigmod/KalnisP01,375712,1
433,conf/sigmod/DohertyHR96,233344,1
1098,journals/sigmod/Bhashyam96,245908,1
1182,journals/sigmod/JainH94,190638,1
1947,conf/vldb/HasanM94,672835,1
467,conf/sigmod/LuMSS95,223850,1
41,conf/sigmod/LamCKNH01,375779,1
1948,conf/vldb/MohaniaS94,672987,1
2144,journals/vldb/ChanGR03,950484,1
1100,journals/sigmod/Camps96,234890,1
