_id,ltable_id,rtable_id,label
208,conf/sigmod/DeshpandeNGS03a,872856,1
209,conf/sigmod/OhHP00,335436,1
210,conf/vldb/GarofalakisI97,671004,1
211,conf/sigmod/ZhouR02,564709,1
212,conf/sigmod/Maguire01,375742,1
213,journals/vldb/HarrisR96,765755,1
214,conf/sigmod/KeimK95,223895,1
215,journals/tods/PolyzoisG94,185836,1
216,journals/vldb/RafieiM02,253264,0
217,conf/sigmod/GunopulosKTD00,335448,1
218,journals/vldb/KellerB96,765753,1
219,conf/sigmod/OrdonezC00,335468,1
220,journals/vldb/CombiP01,765505,1
221,journals/sigmod/Ouksel02,565131,1
222,conf/sigmod/ShintaniK98,276308,1
223,conf/sigmod/HellersteinN96,673145,0
224,conf/sigmod/AggarwalWY99,304188,0
225,conf/vldb/JohnsonA00,671874,1
226,journals/vldb/AilamakiDH02,672367,0
227,conf/sigmod/BunemanM95,223863,1
228,conf/sigmod/YangWYH02,564738,1
229,conf/sigmod/LiuPTBBZBHY98,336579,0
230,conf/sigmod/MeccaAMMS98,276375,1
231,conf/sigmod/DreyerDS95,223902,1
232,journals/sigmod/EisenbergM02,344819,0
233,conf/vldb/LingLL00,673331,0
234,conf/sigmod/ZhangRL96,233324,1
235,conf/vldb/VassalosP97,564714,0
236,conf/vldb/NinkHR99,671661,1
237,conf/sigmod/OConnellISWABCCLPWW96,233321,1
238,conf/sigmod/LiuPBHPT00,304570,0
239,journals/sigmod/DunhamH95a,219727,1
240,journals/tods/DeySB99,765803,0
241,conf/vldb/GarofalakisG01,564746,0
242,conf/sigmod/ButtlerLPP01,375762,1
243,conf/vldb/LaneEN00,671857,1
244,conf/sigmod/KiepuszewskiMO98,276379,1
245,conf/vldb/ShuklaDNR96,673494,1
246,conf/vldb/JagadishKMPSS98,671191,1
247,conf/sigmod/Wu99,304202,1
248,journals/tods/ChoG03,335391,0
249,journals/sigmod/UrbanDG96,381892,1
250,conf/sigmod/DeshpandeGR01,375685,1
251,conf/sigmod/LiuPBHPT00,276376,0
252,journals/sigmod/Hellerstein03,191904,0
253,conf/sigmod/PiatkoYLS96,280352,1
254,conf/vldb/JagadishLS99,335434,0
255,conf/vldb/SeshadriLR97,615195,0
256,journals/sigmod/Qian96b,212022,0
257,conf/sigmod/PatelD96,672974,0
258,journals/sigmod/EisenbergM98a,306144,1
259,conf/vldb/CasatiS00,375812,0
260,journals/sigmod/MeltonE02,945739,0
261,journals/sigmod/Bussche00,362136,1
262,conf/vldb/HellersteinNP95,673145,1
263,conf/sigmod/AbadiC02,564770,1
264,journals/vldb/HelmerM03,950493,1
265,conf/vldb/DillKMRST01,672181,1
266,conf/vldb/PapadiasT01,672363,1
267,journals/sigmod/Qian95b,219772,1
268,journals/sigmod/WinslettCDHZZ02,601881,1
269,conf/sigmod/ChoALS03,304186,0
270,journals/tods/Meo00,363956,1
271,conf/sigmod/CherniackZ96,672180,0
272,conf/sigmod/ThomasDM95,223892,1
273,conf/sigmod/MeccaAMMS98,671014,0
274,journals/sigmod/EisenbergM98,604280,0
275,conf/vldb/TheodoratosS97,673656,1
276,conf/vldb/BrownMCL94,233351,0
277,conf/vldb/Novaretti01,672196,1
278,journals/vldb/AtluriJY03,953239,1
279,conf/vldb/OrensteinK95,673151,1
280,conf/vldb/HuangJR97,670996,1
281,journals/sigmod/PourabbasR02,565121,1
282,journals/sigmod/EisenbergM00,565141,0
283,conf/sigmod/ONeilQ97,253268,1
284,conf/sigmod/MaddenSHR02,604282,0
285,journals/sigmod/EisenbergM02,310075,0
286,journals/sigmod/GeppertD94,223893,0
287,conf/vldb/FaloutsosMS96,673328,1
288,conf/sigmod/TheobaldW02,564768,1
289,conf/vldb/Schnase00,671685,1
290,journals/sigmod/KoubarakisTID03,945736,1
291,conf/sigmod/Chamberlin03,872877,1
292,conf/vldb/Huyn01,672037,1
293,conf/vldb/CowleyP00,671837,1
294,conf/sigmod/HuangSW94,191845,1
295,conf/sigmod/LiYVGPUV98,304221,0
296,conf/sigmod/EmbleyJN99,304223,1
297,journals/vldb/AbiteboulCM98,223854,0
298,journals/tods/Snodgrass01,945723,0
299,journals/tods/ChoG03,958945,1
300,conf/sigmod/SunAA03,564694,0
301,journals/sigmod/Critchlow01,373699,1
302,conf/sigmod/Sahuguet01,375757,1
303,journals/sigmod/EnglertGH95,219760,1
304,conf/sigmod/Hellerstein94,945730,0
305,conf/vldb/AmbiteKKMST01,672186,1
306,journals/sigmod/HanBP01,603873,1
307,journals/tods/ShashaLSV95,211427,1
308,journals/vldb/MehrotraKS97,277629,0
309,journals/tods/TaoPZ02,672363,0
310,conf/sigmod/ChaudhuriGGM03,872796,1
311,conf/sigmod/BreunigKKS01,375672,1
312,journals/sigmod/ChenHKPW94,190646,1
313,conf/vldb/GaasterlandL94,672837,1
314,journals/vldb/KieslingSSD94,615196,1
315,journals/sigmod/Date96,959061,0
316,conf/sigmod/Sheth95,223882,1
317,conf/sigmod/AbiteboulBCMM03,872821,1
318,journals/vldb/AbiteboulCM98,765527,1
319,journals/vldb/GeorgakopoulosRL94,615186,1
320,conf/vldb/MarronL01,672372,1
321,journals/tods/CiacciaP02,582412,1
322,conf/sigmod/LiuPBHPT00,336579,1
323,conf/sigmod/LivnyRBCDLMW97a,253379,1
324,journals/vldb/Sarawagi01,767148,1
325,conf/vldb/KemmeA00,671855,1
326,journals/sigmod/Cetintemel01,604284,1
327,journals/vldb/TorpJS00,565119,0
328,conf/sigmod/LiuPTBBZBHY98,375762,0
329,conf/sigmod/Norrie95,223883,1
330,conf/sigmod/BorkarDS01,375682,1
331,conf/vldb/VermeerA96,673635,1
332,journals/vldb/JiangE98,765538,1
333,conf/sigmod/Amer-YahiaCLS01,304194,0
334,conf/vldb/DeWittKLPY94,233338,0
335,conf/sigmod/AggarwalPWYP99,304188,1
336,journals/tods/LeveneL99,310712,1
337,conf/vldb/Kotidis01,672183,1
338,journals/sigmod/MeltonE02,310075,0
339,conf/vldb/WhiteheadSM97,673660,1
340,journals/tods/Alagic99,328943,1
341,journals/tods/OliverS94,174640,1
342,conf/sigmod/AltinelABFSZ99,304571,1
343,conf/sigmod/Spiro98,276359,1
344,conf/sigmod/NguyenS96,233371,1
345,conf/sigmod/MarklL02,564766,1
346,conf/sigmod/EmbleyJN99,227612,0
347,conf/vldb/Raghavan96,673463,1
348,conf/vldb/MengLYWCR98,671185,1
349,conf/vldb/AilamakiDHS01,641271,0
350,conf/sigmod/LazaridisM01,375718,1
351,conf/sigmod/Suciu99,304233,1
352,conf/sigmod/CeriFP98,185828,0
353,conf/sigmod/LuoEHN02,564721,1
354,conf/sigmod/ShashaB02a,564798,1
355,conf/sigmod/Hellerstein94,375739,0
356,journals/sigmod/Neven02,601869,1
357,journals/sigmod/WangD03,959079,1
358,journals/sigmod/RosenthalHRS97,248612,1
359,conf/sigmod/MeccaAMMS98,271080,0
360,conf/vldb/TeisseirePC94,672831,1
361,conf/vldb/Pogue98,671174,1
362,conf/vldb/NishioSTTL01,672350,1
363,journals/vldb/AtzeniM00,765219,1
364,journals/sigmod/Jhingran00,369287,1
365,conf/vldb/TreschPL95,673309,1
366,journals/tods/ParsonsW00,357778,1
367,conf/sigmod/Blakeley94,191989,1
368,conf/vldb/ManegoldBK00,672010,1
369,conf/sigmod/LiuPTBBZBHY98,304570,0
370,conf/vldb/CasatiS00,369276,0
371,conf/sigmod/CherniackZ96,671177,0
372,journals/sigmod/ShahMFH01,872817,0
373,conf/vldb/KeimH99,671505,1
374,conf/vldb/McHughW99,271082,0
375,journals/sigmod/Bernstein98,672999,0
376,journals/sigmod/MeltonMJKSZ01,601877,0
377,conf/sigmod/RaoBG96,233334,1
378,conf/vldb/DiligentiCLGG00,671854,1
379,conf/vldb/MorimotoFMTY98,671186,1
380,journals/vldb/MedjahedBBNE03,672201,0
381,journals/sigmod/ArpinarD00,273265,0
382,conf/sigmod/LiskovACDGGMMS96,233346,1
383,conf/vldb/Mina98,671162,1
384,journals/sigmod/CeriFP99,185828,0
385,conf/sigmod/AnnamalaiCD00,335463,1
386,conf/sigmod/CeriFP98,223886,0
387,journals/sigmod/HadzilacosT97,262766,1
388,conf/sigmod/BraumandlKK99,673666,0
389,journals/tods/DyresonS98,288087,1
390,conf/sigmod/Dyreson03,872779,1
391,journals/vldb/ChangG01,767145,1
392,conf/vldb/Dyreson96,673326,1
393,conf/vldb/FaloutsosG96,673487,1
394,conf/vldb/GraefeBC98,671160,1
395,journals/tods/GhandeharizadehHJ96,232801,1
396,conf/sigmod/AggarwalPWYP99,223813,0
397,journals/tods/GraefeC95,210202,1
398,conf/vldb/AilamakiDHW99,672367,0
399,conf/vldb/FaloutsosJS97,673641,1
400,journals/sigmod/PapianiWDN99,333614,1
401,journals/sigmod/RoddickABDEGHLMMMW00,344789,1
402,conf/sigmod/PonnekantiK00,335462,1
403,journals/tods/GravanoGT99,320252,1
404,conf/vldb/GarofalakisG01,672356,1
405,conf/sigmod/ChaudhuriGN02,564747,1
406,journals/tods/MumickFPR96,227624,1
407,conf/vldb/MaedaT01,672378,1
408,conf/vldb/LevyRO96,673469,1
409,conf/sigmod/DavulcuFKR99,304225,1
410,journals/tods/CliffordDIJS97,249980,1
411,conf/vldb/BlokWZPAKJ01,672179,1
412,journals/vldb/BraumandlCKK00,304573,0
413,conf/vldb/ChavdaW97,671021,1
414,conf/sigmod/AgrawalW00,335423,1
415,journals/sigmod/AtkinsonDJPS96,245905,1
416,journals/vldb/PanagosB97,191983,0
417,journals/sigmod/DrewHKKLLLSW95,219769,1
418,conf/vldb/SilversteinBMU98,253325,0
419,journals/sigmod/BusslerFM02,637415,1
420,journals/sigmod/SilberschatzSU96,381886,1
421,journals/tods/SistlaWYS98,277641,1
422,journals/vldb/TempletonHMB95,615222,1
423,journals/tods/CeriFPT94,276390,0
424,conf/vldb/Huyn97,673644,1
425,journals/vldb/AilamakiDH02,671662,0
426,conf/sigmod/JagadishLMSV99,671666,0
427,conf/sigmod/GibbonsM98,276334,1
428,journals/vldb/SivasankaranSTPR96,765752,1
429,conf/sigmod/NgWY01,375666,1
430,journals/sigmod/Qian97,381901,0
431,conf/vldb/Bernstein94,672999,1
432,journals/sigmod/MalaikaEM03,344819,0
433,conf/sigmod/ChaudhuriGN02,276337,0
434,conf/vldb/AilamakiDHS01,672367,1
435,conf/vldb/HelalL00,671869,1
436,conf/vldb/LingLL00,671354,0
437,journals/tods/Jagadish95,191991,0
438,conf/sigmod/GuptaMR95,253353,0
439,conf/vldb/GyssensL97,304186,0
440,conf/sigmod/BlakeleyD00,335480,1
441,conf/vldb/GuptaM96,673482,1
442,conf/sigmod/GionisGK01,375689,1
443,conf/vldb/Wang95,673152,1
444,journals/tods/DattaVCK99,310710,1
445,conf/vldb/JaedickeM99,671515,1
446,conf/sigmod/AnkerstBKS99,304187,1
447,journals/sigmod/MeltonE01,604280,1
448,journals/vldb/Baumann94,615207,1
449,conf/sigmod/BlakeleyP98,276354,1
